"ibge","no_cidade","area_territorial","co_regiao_saude"
"313810","Lassance","3204.21","31055"
"431150","Lavras do Sul","2600.61","43022"
"411340","Leópolis","344.919","41018"
"270420","Limoeiro de Anadia","315.777","27007"
"411375","Lunardelli","199.214","41022"
"510785","São Félix do Araguaia","16711.9","51009"
"280690","São Francisco","83.854","28007"
"354960","São José do Barreiro","570.961","35172"
"110149","São Francisco do Guaporé","10959.8","11007"
"412395","Santa Mônica","259.957","41014"
"521950","Santa Rosa de Goiás","164.097","52001"
"412330","Santa Cruz de Monte Castelo","442.014","41014"
"250030","Alagoa Grande","320.561","25003"
"500025","Alcinópolis","4399.69","50001"
"250060","Alhandra","182.663","25001"
"240060","Almino Afonso","128.037","24006"
"251455","São José de Princesa","158.023","25011"
"260080","Altinho","454.482","26003"
"160010","Amapá","9175.95","16002"
"430063","Amaral Ferrador","506.459","43021"
"410335","Braganey","343.322","41010"
"410115","Ângulo","106.021","41015"
"520130","Anicuns","979.23","52001"
"430070","Anta Gorda","242.965","43029"
"230080","Antonina do Norte","260.102","23020"
"150190","Bujaru","1005.16","15007"
"210220","Buriti","1473.99","21005"
"240090","Antônio Martins","244.624","24006"
"240100","Apodi","1602.47","24002"
"130014","Apuí","54239.9","13003"
"500124","Aral Moreira","1655.67","50003"
"500110","Aquidauana","16957.8","50001"
"520215","Araguapaz","2193.7","52012"
"120034","Manoel Urbano","10634.5","12002"
"280280","Indiaroba","313.523","28002"
"220157","Belém do Piauí","243.281","22009"
"412750","Tibagi","2951.57","41021"
"314545","Olhos-d'Água","2092.07","31083"
"510617","Nova Nazaré","4038.05","51006"
"250070","São João do Rio do Peixe","474.428","25009"
"431820","São Francisco de Paula","3274.03","43006"
"354090","Pradópolis","167.526","35131"
"280760","Umbaúba","121.1","28002"
"292285","Nova Redenção","431.322","29011"
"411470","Maria Helena","486.225","41012"
"291735","Jaborandi","9525.66","29021"
"411000","Iguaraçu","164.983","41015"
"314915","Pedras de Maria da Cruz","1525.49","31053"
"350980","Campos Novos Paulista","483.98","35093"
"410930","Guaraniaçu","1225.61","41010"
"220540","Joaquim Pires","739.575","22003"
"352580","Júlio Mesquita","128.22","35093"
"270390","Jundiá","92.223","27003"
"313750","Lagoa Formosa","840.92","31057"
"220557","Lagoa de São Francisco","155.638","22003"
"240650","Lagoa Nova","176.3","24004"
"500525","Laguna Carapã","1734.07","50003"
"431125","Lagoão","383.603","43019"
"150375","Jacareacanga","53303","15010"
"411250","Jardim Alegre","405.435","41022"
"240570","Jardim do Seridó","368.645","24004"
"521850","Quirinópolis","3786.7","52015"
"431555","Rio dos Índios","236.966","43016"
"412260","Rondon","556.088","41013"
"280620","Salgado","247.827","28004"
"354425","Rosana","742.872","35115"
"421535","Saltinho","156.531","42001"
"220887","Ribeira do Piauí","1004.22","22011"
"280600","Ribeirópolis","258.533","28003"
"510718","Ribeirão Cascalheira","11354.8","51006"
"350310","Arandu","285.908","35061"
"250090","Arara","99.111","25003"
"260110","Araripina","1892.59","26007"
"220090","Aroazes","821.659","22010"
"170240","Arraias","5786.86","17003"
"251710","Várzea","190.446","25006"
"315900","Santana do Riacho","677.206","31025"
"313657","Josenópolis","541.392","31051"
"432160","Tramandaí","144.408","43005"
"500830","Três Lagoas","10207","50004"
"270900","Tanque d'Arca","129.508","27008"
"120060","Tarauacá","20171","12003"
"520520","Caturaí","207.264","52001"
"230180","Baixio","146.433","23017"
"241355","Serrinha dos Pintos","122.648","24006"
"432375","Vitória das Missões","259.61","43011"
"211050","São Bento","459.068","21018"
"421140","Nova Erechim","64.402","42002"
"521220","Jussara","4084.11","52012"
"220535","João Costa","1800.24","22006"
"420895","Jardinópolis","68.098","42002"
"260800","Jataúba","672.179","26003"
"230625","Itaitinga","151.436","23001"
"352230","Itapetininga","1790.21","35161"
"354190","Queluz","249.829","35172"
"352042","Ilha Comprida","188.404","35121"
"412130","Rancho Alegre","167.646","41018"
"411005","Iguatu","106.938","41010"
"520993","Inaciolândia","688.404","52017"
"431040","Independência","357.44","43014"
"431912","São Martinho da Serra","669.55","43001"
"352090","Ipaussu","209.657","35094"
"500690","Porto Murtinho","17744.5","50001"
"412030","Porto Vitória","212.388","41006"
"411995","Pontal do Paraná","199.873","41001"
"210930","Presidente Vargas","459.358","21009"
"410190","Assaí","440.348","41017"
"110147","Primavera de Rondônia","605.693","11002"
"251230","Princesa Isabel","367.973","25011"
"261580","Tupanatinga","884.413","26002"
"280570","Propriá","92.461","28007"
"280520","Pinhão","155.887","28003"
"431450","Pinheiro Machado","2249.57","43021"
"312130","Descoberto","213.168","31047"
"270710","Piranhas","408.105","27010"
"251200","Pocinhos","628.08","25016"
"230205","Barroquinha","383.403","23016"
"430160","Bagé","4095.55","43022"
"240140","Baía Formosa","245.66","24001"
"230740","Jucás","937.184","23018"
"420880","Jaguaruna","329.371","42016"
"510160","Barão de Melgaço","11377.3","51002"
"350530","Barra Bonita","149.906","35064"
"250170","Barra de São Miguel","595.208","25015"
"421507","Riqueza","190.279","42002"
"430192","Barra do Rio Azul","147.029","43016"
"210547","Jenipapo dos Vieiras","1962.89","21004"
"260005","Abreu e Lima","130.265","26010"
"310060","Água Boa","1320.27","31081"
"270010","Água Branca","454.622","27010"
"260050","Águas Belas","885.982","26004"
"431100","Jaguarão","2054.39","43021"
"430637","Dilermando de Aguiar","600.549","43001"
"430440","Canela","253.773","43023"
"230130","Araripe","1099.93","23020"
"350395","Aspásia","69.337","35153"
"261530","Timbaúba","292.28","26005"
"510560","Matupá","5238.84","51015"
"521210","Joviânia","445.487","52017"
"521830","Posse","2024.53","52007"
"150345","Ipixuna do Pará","5215.53","15008"
"330180","Engenheiro Paulo de Frontin","132.936","33003"
"280150","Carmópolis","45.905","28006"
"261460","Tabira","388.003","26001"
"220690","Novo Oriente do Piauí","525.331","22010"
"431046","Ipiranga do Sul","157.883","43016"
"431050","Iraí","182.184","43015"
"430957","Herveiras","118.281","43028"
"270300","Ibateguara","265.313","27003"
"250115","Areia de Baraúnas","96.343","25006"
"410975","Ibema","145.445","41010"
"291250","Ibipitanga","954.369","29003"
"320503","Vargem Alta","414.739","32004"
"210520","Igarapé Grande","374.246","21010"
"420570","Garopaba","115.56","42007"
"510390","General Carneiro","3794.94","51005"
"241020","Portalegre","110.053","24006"
"251100","Pedra Branca","112.932","25007"
"421260","Peritiba","96.402","42010"
"431365","Palmares do Sul","949.213","43005"
"220530","Jerumenha","1867.31","22011"
"220750","Palmeirais","1499.18","22004"
"171610","Paraíso do Tocantins","1268.06","17007"
"432235","União da Serra","130.99","43025"
"522130","Três Ranchos","282.069","52005"
"211240","Turiaçu","2578.48","21011"
"421885","União do Oeste","93.059","42002"
"261470","Tacaimbó","227.599","26003"
"432130","Taquari","349.968","43030"
"316860","Teófilo Otoni","3242.26","31099"
"172030","São Sebastião do Tocantins","287.274","17002"
"316610","Senhora do Porto","381.328","31020"
"261420","Sirinhaém","369.069","26008"
"521120","Itapuranga","1276.48","52012"
"270850","São Luís do Quitunde","397.173","27002"
"522180","Urutaí","626.722","52005"
"291400","Ipirá","3048.5","29006"
"110180","Vale do Paraíso","965.677","11003"
"210450","Governador Archer","450.894","21012"
"210455","Governador Edison Lobão","615.84","21008"
"130165","Guajará","7579.6","13007"
"410910","Guaporema","200.189","41013"
"354080","Potirendaba","342.376","35155"
"354105","Pratânia","175.1","35063"
"351980","Icém","362.594","35155"
"220375","Fartura do Piauí","712.915","22006"
"170755","Fátima","382.907","17008"
"430805","Faxinalzinho","143.382","43016"
"520790","Flores de Goiás","3709.42","52003"
"291100","Floresta Azul","293.457","29012"
"231110","Porteiras","217.577","23019"
"220390","Floriano","3409.63","22011"
"421240","Pedras Grandes","171.824","42016"
"312620","Formoso","3685.7","31058"
"410830","Foz do Iguaçu","617.702","41009"
"420555","Frei Rogério","157.846","42009"
"500630","Paranaíba","5402.66","50004"
"240325","Parnamirim","123.589","24007"
"270650","Passo de Camaragibe","244.472","27002"
"310530","Bandeira do Sul","47.067","31001"
"410030","Agudos do Sul","192.229","41002"
"220755","Paquetá","448.456","22009"
"431350","Osório","663.555","43005"
"521540","Ouro Verde de Goiás","208.769","52001"
"521550","Ouvidor","413.784","52005"
"231010","Palmácia","117.813","23003"
"431842","São João da Urtiga","171.177","43018"
"431790","Santo Cristo","366.887","43014"
"211010","Santa Quitéria do Maranhão","1917.58","21006"
"521973","Santo Antônio de Goiás","132.805","52001"
"251320","Santa Cruz","210.164","25010"
"354670","Santa Gertrudes","98.007","35104"
"310090","Águas Formosas","820.077","31062"
"316180","São Gonçalo do Pará","265.73","31086"
"110026","Rio Crespo","1717.64","11001"
"292580","Queimadas","2024.24","29025"
"231126","Quiterianópolis","1040.98","23015"
"431545","Relvado","123.437","43029"
"231395","Varjota","179.396","23011"
"261600","Venturosa","320.73","26002"
"231410","Viçosa do Ceará","1311.62","23013"
"510820","Torixoréu","2399.46","51005"
"432162","Travesseiro","81.122","43029"
"432183","Três Forquilhas","217.39","43004"
"432190","Três Passos","268.397","43015"
"231370","Umari","263.928","23017"
"412830","Uniflor","94.82","41015"
"130150","Envira","7499.43","13007"
"351620","Franca","605.681","35081"
"410753","Entre Rios do Oeste","122.072","41020"
"420765","Iporã do Oeste","202.369","42001"
"420770","Ipumirim","247.067","42010"
"420519","Ermo","63.88","42014"
"410752","Esperança Nova","138.561","41012"
"351519","Espírito Santo do Turvo","193.656","35094"
"352000","Igaraçu do Tietê","97.72","35064"
"410660","Cruzeiro do Oeste","779.226","41012"
"250610","Fagundes","189.025","25016"
"430620","Cruzeiro do Sul","155.552","43029"
"150276","Cumaru do Norte","17085","15001"
"250527","Curral de Cima","85.096","25014"
"160021","Cutias","2114.24","16001"
"430630","David Canabarro","174.94","43017"
"251090","Paulista","576.897","25013"
"521480","Nova Aurora","302.655","52005"
"292273","Nova Fátima","349.899","29006"
"315030","Piedade do Rio Grande","322.814","31015"
"251030","Nova Palmeira","310.35","25004"
"292350","Palmeiras","657.73","29023"
"521377","Montividiu do Norte","1332.99","52008"
"510622","Nova Mutum","9556.04","51014"
"411720","Nova Olímpia","136.348","41012"
"150500","Nova Timboteua","489.85","15009"
"431570","Rio Pardo","2050.6","43028"
"431245","Morro Redondo","244.646","43021"
"280440","Neópolis","265.951","28007"
"314080","Matias Barbosa","157.107","31097"
"316165","São Geraldo do Baixio","280.954","31036"
"431840","São Jerônimo","936.379","43009"
"412780","Tomazina","591.439","41019"
"411570","Matinhos","117.743","41001"
"430900","Giruá","855.924","43014"
"270750","Porto Real do Colégio","241.939","27006"
"412060","Prudentópolis","2308.5","41005"
"412665","Sulina","170.76","41007"
"411930","Pinhão","2001.59","41005"
"431460","Piratini","3539.7","43021"
"220793","Pedro Laurentino","870.334","22011"
"261100","Petrolândia","1056.59","26002"
"110146","Pimenteiras do Oeste","6014.74","11006"
"431405","Parobé","108.646","43006"
"431339","Novo Cabrais","192.29","43027"
"251050","Olivedos","317.913","25016"
"411730","Ortigueira","2429.57","41021"
"421185","Ouro Verde","189.269","42003"
"510795","Tangará da Serra","11391.3","51007"
"422000","Balneário Rincão",,"42015"
"410773","Fernandes Pinheiro","406.5","41004"
"432100","Tapera","179.663","43019"
"150506","Novo Repartimento","15398.7","15004"
"355385","Taquarivaí","231.793","35162"
"355395","Tarumã","303.184","35092"
"231330","Tauá","4009.27","23014"
"293020","Sento Sé","12698.8","29016"
"293040","Serra Preta","536.499","29006"
"241350","Serrinha","193.35","24001"
"410630","Corbélia","529.386","41010"
"412650","Sertanópolis","505.533","41017"
"240910","Passa e Fica","42.136","24001"
"292300","Nova Viçosa","1322.9","29026"
"432070","Sobradinho","130.391","43027"
"510626","Novo Mundo","5790.26","51015"
"292180","Mortugaba","612.191","29007"
"521410","Mutunópolis","955.874","52008"
"251600","Solânea","232.094","25002"
"421770","Sombrio","142.753","42014"
"270220","Coqueiro Seco","39.729","27001"
"431740","Santiago","2413.14","43002"
"311910","Corinto","2525.39","31019"
"353500","Palestina","695.457","35155"
"260480","Cortês","101.315","26008"
"110008","Costa Marques","4987.19","11007"
"430600","Crissiumal","362.151","43013"
"312030","Cristália","840.701","31051"
"520640","Crixás","4661.16","52013"
"230423","Croatá","696.978","23013"
"230425","Cruz","334.121","23012"
"430517","Cerro Grande do Sul","324.79","43009"
"260450","Chã Grande","84.848","26010"
"430540","Chiapetta","396.553","43013"
"110006","Colorado do Oeste","1451.06","11006"
"130290","Maués","39989.9","13005"
"230810","Mauriti","1078.96","23019"
"320517","Vila Valério","464.387","32001"
"352570","José Bonifácio","859.948","35156"
"411585","Mercedes","200.865","41020"
"230820","Meruoca","149.844","23011"
"130255","Manaquiri","3975.77","13001"
"521280","Mara Rosa","1687.9","52014"
"270460","Maravilha","302.056","27009"
"250905","Marcação","122.895","25014"
"220525","Jardim do Mulato","509.849","22004"
"411300","Jussara","210.87","41013"
"171190","Lagoa da Confusão","10564.6","17007"
"260870","Lagoa dos Gatos","222.869","26008"
"431140","Lajeado","90.088","43029"
"250730","Jacaraú","253.008","25014"
"313520","Januária","6661.65","31053"
"230725","Jijoca de Jericoacoara","204.792","23012"
"230620","Itaiçaba","209.851","23007"
"251620","Sousa","738.543","25010"
"261450","Surubim","252.854","26006"
"353190","Morro Agudo","1388.19","35082"
"130406","Tabatinga","3224.88","13009"
"221060","São Raimundo Nonato","2415.59","22006"
"251520","São Sebastião do Umbuzeiro","460.571","25005"
"314360","Morro da Garça","414.771","31019"
"432000","Sapucaia do Sul","58.309","43008"
"431849","São José do Inhacorá","77.806","43014"
"431860","São José do Ouro","334.775","43018"
"431900","São Marcos","256.253","43026"
"430467","Capivari do Sul","412.793","43005"
"130100","Carauari","25767.7","13007"
"280140","Carira","636.4","28003"
"170388","Carmolândia","339.404","17001"
"260390","Carnaíba","427.8","26001"
"260400","Carpina","144.93","26006"
"260415","Casinhas","115.867","26006"
"150240","Castanhal","1028.89","15008"
"220265","Caxingó","488.166","22005"
"510675","Pontes e Lacerda","8559.82","51012"
